Filename,mean(exx),stdev(exx),mean(eyy),stdev(eyy),mean(exy),stdev(exy)
BY60C-9_page_0172.out,8.45E-05,0.000344908,-0.000380229,0.00034145,7.98E-06,0.000161071
BY60C-9_page_0173.out,-2.77E-05,0.000348399,-9.26E-05,0.000306372,1.29E-05,0.000155537
BY60C-9_page_0174.out,-6.84E-05,0.000286674,0.000173992,0.000340637,3.88E-06,0.000134713
BY60C-9_page_0175.out,-0.0001566,0.000308301,0.000452368,0.000342848,1.65E-05,0.000173167
BY60C-9_page_0176.out,-0.0002924,0.000321597,0.000751383,0.000356771,5.49E-06,0.000164895
BY60C-9_page_0177.out,-0.000389224,0.000334833,0.00105582,0.000337423,5.03E-06,0.000164004
BY60C-9_page_0178.out,-0.000483244,0.000339659,0.00135407,0.000352527,1.86E-06,0.000167818
BY60C-9_page_0179.out,-0.000562323,0.000323893,0.00164682,0.000395834,-1.21E-05,0.00017871
BY60C-9_page_0180.out,-0.00071287,0.000360055,0.00196443,0.000365215,6.63E-06,0.000161711
BY60C-9_page_0181.out,-0.000798065,0.000369955,0.00225176,0.000414332,-1.62E-05,0.000151687
BY60C-9_page_0182.out,-0.000866285,0.00031827,0.00256879,0.000428852,-1.72E-05,0.000188352
BY60C-9_page_0183.out,-0.000989982,0.000415533,0.00288271,0.000389075,-2.48E-05,0.000177496
BY60C-9_page_0184.out,-0.00109196,0.000398833,0.00317677,0.000415935,-1.73E-05,0.000180805
BY60C-9_page_0185.out,-0.00120201,0.000388272,0.00347281,0.000436476,-1.60E-05,0.000188632
BY60C-9_page_0186.out,-0.00128119,0.000378765,0.00378885,0.000431766,-3.51E-05,0.000190907
BY60C-9_page_0187.out,-0.00136815,0.00037649,0.00409048,0.000469683,-4.22E-05,0.000192703
BY60C-9_page_0188.out,-0.00146786,0.000379876,0.00440644,0.000473805,-4.17E-05,0.000192627
BY60C-9_page_0189.out,-0.00156227,0.000369562,0.00472626,0.000460903,-3.92E-05,0.000189997
BY60C-9_page_0190.out,-0.00166149,0.000366039,0.00504064,0.000478313,-5.00E-05,0.000187803
BY60C-9_page_0191.out,-0.00176051,0.000385023,0.00533992,0.000496518,-2.46E-05,0.000214241
BY60C-9_page_0192.out,-0.001867,0.000408204,0.00564363,0.000491209,-2.98E-05,0.000215912
BY60C-9_page_0193.out,-0.00196778,0.000396412,0.00597532,0.000504841,-4.16E-05,0.000219034
BY60C-9_page_0194.out,-0.00207567,0.000393274,0.00627487,0.000517012,-3.89E-05,0.000210678
BY60C-9_page_0195.out,-0.00218736,0.000423913,0.00661258,0.000523748,-3.63E-05,0.000238837
BY60C-9_page_0196.out,-0.00227774,0.000432538,0.00691469,0.000544004,-3.37E-05,0.000213771
BY60C-9_page_0197.out,-0.00239564,0.000444938,0.00724899,0.00056965,-4.07E-05,0.000239479
BY60C-9_page_0198.out,-0.00250196,0.00044027,0.00759673,0.000564991,-4.40E-05,0.000244245
BY60C-9_page_0199.out,-0.00261627,0.000481635,0.0079608,0.000596897,-4.43E-05,0.000247661
BY60C-9_page_0200.out,-0.00274926,0.000488091,0.00830997,0.000607507,-4.77E-05,0.000246962
BY60C-9_page_0201.out,-0.00287041,0.000488525,0.00868773,0.000620403,-4.42E-05,0.00025704
BY60C-9_page_0202.out,-0.00298201,0.00048101,0.00906377,0.00064612,-5.45E-05,0.000272075
BY60C-9_page_0203.out,-0.00306289,0.000483475,0.0093026,0.000668605,-4.95E-05,0.000266141
BY60C-9_page_0204.out,-0.00298126,0.000496032,0.00906185,0.000678109,-5.63E-05,0.000261993
BY60C-9_page_0205.out,-0.00289348,0.000488939,0.00880974,0.000655888,-4.97E-05,0.000263778
