"Filename","mean(exx)","stdev(exx)","mean(eyy)","stdev(eyy)","mean(exy)","stdev(exy)"
"BY60C-7_page_0704.out",-0.0104933,0.00166562,0.030242,0.00349114,0.000738195,0.00118016
"BY60C-7_page_0705.out",-0.0106078,0.00170293,0.0306579,0.00352165,0.000755093,0.00119452
"BY60C-7_page_0706.out",-0.0107536,0.0017124,0.0310622,0.0035737,0.000771038,0.00120604
"BY60C-7_page_0707.out",-0.0109035,0.00173366,0.0314416,0.00360749,0.000773354,0.0012089
"BY60C-7_page_0708.out",-0.0110484,0.00173336,0.0318706,0.00362989,0.000776674,0.0012335
"BY60C-7_page_0709.out",-0.0111878,0.0017414,0.0322846,0.00369229,0.000799651,0.00122089
"BY60C-7_page_0710.out",-0.0113367,0.00177764,0.032708,0.00374245,0.000805214,0.0012515
"BY60C-7_page_0711.out",-0.0114731,0.00179852,0.0331426,0.00380228,0.00082217,0.00126682
"BY60C-7_page_0712.out",-0.0116267,0.00181048,0.0335509,0.0038562,0.000820244,0.00128334
"BY60C-7_page_0713.out",-0.0117747,0.00180039,0.0340029,0.00394487,0.000825708,0.00128342
"BY60C-7_page_0714.out",-0.0119482,0.00185461,0.0344617,0.00400756,0.000839346,0.00128545
"BY60C-7_page_0715.out",-0.0121045,0.00188981,0.0349341,0.00410864,0.000858449,0.00132928
"BY60C-7_page_0716.out",-0.0122576,0.00189015,0.0354187,0.00421637,0.000856256,0.00133554
"BY60C-7_page_0717.out",-0.0124415,0.00193898,0.0358685,0.00432938,0.000868857,0.0013619
"BY60C-7_page_0718.out",-0.0126053,0.00195634,0.0363688,0.00446179,0.000893849,0.00136745
"BY60C-7_page_0719.out",-0.0127904,0.0020079,0.03686,0.0046086,0.000890866,0.0013795
"BY60C-7_page_0720.out",-0.0129719,0.00204248,0.0373672,0.00475174,0.000905275,0.0013944
"BY60C-7_page_0721.out",-0.0131485,0.00210001,0.0379011,0.00490815,0.000908472,0.00141799
"BY60C-7_page_0722.out",-0.0133277,0.00212426,0.0384273,0.00510058,0.000916567,0.00143124
"BY60C-7_page_0723.out",-0.0135273,0.00217,0.0389384,0.00528829,0.000938559,0.00143134
"BY60C-7_page_0724.out",-0.0137115,0.00223893,0.0394531,0.00549623,0.00094128,0.00145021
"BY60C-7_page_0725.out",-0.0139038,0.00230051,0.0400141,0.00572037,0.000961823,0.00146902
"BY60C-7_page_0726.out",-0.0141205,0.00235169,0.0405595,0.00592311,0.000976435,0.00149447
"BY60C-7_page_0727.out",-0.0143032,0.00245706,0.0411051,0.00619719,0.000977452,0.00152526
"BY60C-7_page_0728.out",-0.0144851,0.00252655,0.0416723,0.00645736,0.0010104,0.00150827
"BY60C-7_page_0729.out",-0.0145808,0.00258152,0.0418478,0.00665756,0.00101184,0.00152375
"BY60C-7_page_0730.out",-0.014455,0.00259529,0.0415513,0.00672363,0.00100519,0.00151155
"BY60C-7_page_0731.out",-0.0143582,0.00262163,0.0412236,0.00670431,0.00099164,0.00152072
"BY60C-7_page_0732.out",-0.0142491,0.00259273,0.040859,0.00669842,0.000966953,0.0015072
"BY60C-7_page_0733.out",-0.0141343,0.00260648,0.0404856,0.00668692,0.000975912,0.00148263
"BY60C-7_page_0734.out",-0.0139931,0.00259827,0.040156,0.00664969,0.000961492,0.00149525
"BY60C-7_page_0735.out",-0.0138728,0.00257807,0.0397662,0.00663179,0.000954253,0.00147919
"BY60C-7_page_0736.out",-0.0137404,0.00257899,0.0394108,0.00659717,0.000948533,0.00146037
"BY60C-7_page_0737.out",-0.0136268,0.00255477,0.0390476,0.00657944,0.000935539,0.00145386
"BY60C-7_page_0738.out",-0.013489,0.00255898,0.0386634,0.00654378,0.000930417,0.00145195
"BY60C-7_page_0739.out",-0.0133856,0.00253568,0.0382879,0.00650749,0.000919779,0.00143103
"BY60C-7_page_0740.out",-0.0132272,0.00252322,0.037909,0.0064527,0.000921435,0.00142656
"BY60C-7_page_0741.out",-0.0131146,0.00250903,0.0375417,0.00643023,0.000904893,0.00142688
"BY60C-7_page_0742.out",-0.0129774,0.00252334,0.0371551,0.0063901,0.000897693,0.00139568
"BY60C-7_page_0743.out",-0.0128384,0.00248689,0.0367674,0.00635629,0.000882557,0.00139236
"BY60C-7_page_0744.out",-0.0127166,0.00248853,0.036357,0.00629973,0.000880148,0.00138551
"BY60C-7_page_0745.out",-0.0125828,0.00245827,0.0359614,0.00627694,0.000873928,0.00138285
"BY60C-7_page_0746.out",-0.0124348,0.00245725,0.0355771,0.00621779,0.000852306,0.00135323
