Filename,mean(exx),mean(eyy),mean(exy)
BY60M-4_page_0034.out,-0.00282819,0.00856112,-4.67E-05
BY60M-4_page_0035.out,-0.00294456,0.00894811,-4.89E-05
BY60M-4_page_0036.out,-0.00307547,0.0093361,-5.70E-05
BY60M-4_page_0037.out,-0.00319119,0.00971957,-6.15E-05
BY60M-4_page_0038.out,-0.00331539,0.0101244,-6.54E-05
BY60M-4_page_0039.out,-0.00343852,0.0105221,-6.56E-05
BY60M-4_page_0040.out,-0.00356795,0.0109206,-6.98E-05
BY60M-4_page_0041.out,-0.00369579,0.0113207,-7.64E-05
BY60M-4_page_0042.out,-0.00384513,0.0117249,-7.95E-05
BY60M-4_page_0043.out,-0.00396397,0.0121287,-8.73E-05
BY60M-4_page_0044.out,-0.0041016,0.0125359,-8.13E-05
BY60M-4_page_0045.out,-0.0042257,0.0129425,-7.20E-05
BY60M-4_page_0046.out,-0.0043676,0.0133539,-8.73E-05
BY60M-4_page_0047.out,-0.00449223,0.0137559,-8.56E-05
BY60M-4_page_0048.out,-0.00462738,0.0141687,-9.22E-05
BY60M-4_page_0049.out,-0.00476503,0.0145754,-9.18E-05
BY60M-4_page_0050.out,-0.00489273,0.0149904,-9.35E-05
BY60M-4_page_0051.out,-0.00503479,0.0153987,-0.000102229
BY60M-4_page_0052.out,-0.00515605,0.0157953,-0.000104827
BY60M-4_page_0053.out,-0.00527373,0.0162245,-0.000100744
BY60M-4_page_0054.out,-0.00542775,0.0166256,-0.000106483
BY60M-4_page_0055.out,-0.00556599,0.0170361,-0.000109188
BY60M-4_page_0056.out,-0.00571025,0.0174452,-0.00011595
BY60M-4_page_0057.out,-0.00583191,0.0178513,-0.000119668
BY60M-4_page_0058.out,-0.00598361,0.0182675,-0.000122124
BY60M-4_page_0059.out,-0.00610489,0.0186716,-0.000129133
BY60M-4_page_0060.out,-0.00624426,0.0190942,-0.00012661
BY60M-4_page_0061.out,-0.0063698,0.0195075,-0.000139099
BY60M-4_page_0062.out,-0.00649123,0.0199244,-0.000137989
BY60M-4_page_0063.out,-0.00662539,0.0203253,-0.000139534
BY60M-4_page_0064.out,-0.00676286,0.0207341,-0.000146432
BY60M-4_page_0065.out,-0.00691254,0.0211453,-0.000152809
BY60M-4_page_0066.out,-0.00702926,0.0215568,-0.000152647
BY60M-4_page_0067.out,-0.0071671,0.0219652,-0.00015268
BY60M-4_page_0068.out,-0.00731371,0.0223761,-0.000143115
BY60M-4_page_0069.out,-0.00744906,0.0227883,-0.000161585
BY60M-4_page_0070.out,-0.00758921,0.0231929,-0.000153943
BY60M-4_page_0071.out,-0.00771993,0.0236077,-0.00015766
BY60M-4_page_0072.out,-0.00784931,0.0240192,-0.000171837
BY60M-4_page_0073.out,-0.00799639,0.0244407,-0.000164926
BY60M-4_page_0074.out,-0.00813662,0.0248827,-0.000168953
BY60M-4_page_0075.out,-0.00828121,0.025317,-0.000175258
BY60M-4_page_0076.out,-0.00843127,0.0257755,-0.000172444
BY60M-4_page_0077.out,-0.00857425,0.0262177,-0.000175467
BY60M-4_page_0078.out,-0.00872847,0.0266669,-0.000178496
BY60M-4_page_0079.out,-0.00886948,0.027119,-0.000173847
BY60M-4_page_0080.out,-0.00901009,0.027572,-0.000173124
BY60M-4_page_0081.out,-0.00916561,0.0280216,-0.000182114
BY60M-4_page_0082.out,-0.00931742,0.0284723,-0.000186728
BY60M-4_page_0083.out,-0.00947594,0.0289171,-0.000182388
BY60M-4_page_0084.out,-0.00962763,0.029376,-0.000193829
BY60M-4_page_0085.out,-0.0097715,0.029834,-0.000183837
BY60M-4_page_0086.out,-0.009911,0.030289,-0.00019916
BY60M-4_page_0087.out,-0.0100795,0.0307269,-0.0002035
BY60M-4_page_0088.out,-0.0102292,0.0311966,-0.000213522
BY60M-4_page_0089.out,-0.010386,0.0316593,-0.000212013
BY60M-4_page_0090.out,-0.0105451,0.0321083,-0.000219305
BY60M-4_page_0091.out,-0.0106906,0.0325663,-0.000216784
BY60M-4_page_0092.out,-0.0108372,0.0330326,-0.000219185
BY60M-4_page_0093.out,-0.0109969,0.0334947,-0.000214368
BY60M-4_page_0094.out,-0.0111398,0.0339507,-0.00022179
BY60M-4_page_0095.out,-0.0113018,0.0344116,-0.000226995
BY60M-4_page_0096.out,-0.0114484,0.0348766,-0.000228714
BY60M-4_page_0097.out,-0.0116018,0.0353457,-0.000225968
BY60M-4_page_0098.out,-0.0117518,0.0358036,-0.000229913
BY60M-4_page_0099.out,-0.0119275,0.0362725,-0.00023406
BY60M-4_page_0100.out,-0.0120773,0.0367466,-0.000240446
BY60M-4_page_0101.out,-0.0122384,0.0372255,-0.000239591
BY60M-4_page_0102.out,-0.0124039,0.0377039,-0.000242155
BY60M-4_page_0103.out,-0.0125596,0.0381682,-0.000244391
BY60M-4_page_0104.out,-0.0127156,0.038649,-0.000247544
BY60M-4_page_0105.out,-0.0128794,0.0391311,-0.000242493
BY60M-4_page_0106.out,-0.0130423,0.0396197,-0.000255139
BY60M-4_page_0107.out,-0.0132115,0.0400965,-0.000245463
BY60M-4_page_0108.out,-0.0133648,0.0405887,-0.000257734
BY60M-4_page_0109.out,-0.013537,0.0410875,-0.00025988
BY60M-4_page_0110.out,-0.0137,0.0415762,-0.000260241
BY60M-4_page_0111.out,-0.0138651,0.0420709,-0.000268188
BY60M-4_page_0112.out,-0.0140442,0.0425738,-0.000270521
BY60M-4_page_0113.out,-0.014227,0.0430774,-0.000267955
BY60M-4_page_0114.out,-0.0143849,0.0435797,-0.000263681
BY60M-4_page_0115.out,-0.0145761,0.0440735,-0.000269766
BY60M-4_page_0116.out,-0.0147483,0.0445832,-0.000272831
BY60M-4_page_0117.out,-0.0149253,0.0451018,-0.000280812
BY60M-4_page_0118.out,-0.0151117,0.0456274,-0.000275196
BY60M-4_page_0119.out,-0.0152952,0.0461637,-0.0002794
BY60M-4_page_0120.out,-0.0154999,0.0467027,-0.000277209
BY60M-4_page_0121.out,-0.0157054,0.0472677,-0.000280292
BY60M-4_page_0122.out,-0.0159266,0.047868,-0.000288042
BY60M-4_page_0123.out,-0.0161494,0.0484762,-0.000296495
BY60M-4_page_0124.out,-0.0163782,0.0491262,-0.000297327
BY60M-4_page_0125.out,-0.0165966,0.0497864,-0.000301063
BY60M-4_page_0126.out,-0.0168436,0.0504582,-0.000303628
BY60M-4_page_0127.out,-0.0171151,0.0511965,-0.000307258
BY60M-4_page_0128.out,-0.0174005,0.0519411,-0.000318836
BY60M-4_page_0129.out,-0.0176837,0.052704,-0.000319281
BY60M-4_page_0130.out,-0.0179657,0.0534523,-0.000330873
BY60M-4_page_0131.out,-0.018246,0.0541816,-0.000331931
BY60M-4_page_0132.out,-0.0185058,0.0549152,-0.00033663
BY60M-4_page_0133.out,-0.0187909,0.0556432,-0.000337784
BY60M-4_page_0134.out,-0.0190438,0.0563764,-0.000350068
BY60M-4_page_0135.out,-0.0193048,0.0571228,-0.000349271
BY60M-4_page_0136.out,-0.0195872,0.0578559,-0.000347504
BY60M-4_page_0137.out,-0.0198455,0.0585925,-0.00035076
BY60M-4_page_0138.out,-0.0201104,0.0593434,-0.000350922
BY60M-4_page_0139.out,-0.0203821,0.0601021,-0.000349029
BY60M-4_page_0140.out,-0.0206668,0.0608678,-0.000346164
BY60M-4_page_0141.out,-0.0209319,0.0616647,-0.000340401
BY60M-4_page_0142.out,-0.0212019,0.0624759,-0.000334275
BY60M-4_page_0143.out,-0.0214937,0.0632892,-0.000319664
BY60M-4_page_0144.out,-0.021783,0.0641109,-0.000311261
BY60M-4_page_0145.out,-0.0220592,0.0649514,-0.000296276
BY60M-4_page_0146.out,-0.0223474,0.0657653,-0.000287325
BY60M-4_page_0147.out,-0.022605,0.0666107,-0.000275281
BY60M-4_page_0148.out,-0.022898,0.0674396,-0.000250357
BY60M-4_page_0149.out,-0.0231898,0.0683082,-0.000236289
BY60M-4_page_0150.out,-0.0234877,0.0691912,-0.000207656
BY60M-4_page_0151.out,-0.0237438,0.0700583,-0.000190937
BY60M-4_page_0152.out,-0.0240474,0.0709443,-0.000163998
BY60M-4_page_0153.out,-0.024329,0.0718512,-0.000129213
BY60M-4_page_0154.out,-0.0246027,0.0727339,-0.000109236
BY60M-4_page_0155.out,-0.0248917,0.0736338,-8.48E-05
BY60M-4_page_0156.out,-0.0251883,0.0745323,-5.46E-05
BY60M-4_page_0157.out,-0.0254885,0.0754458,-2.19E-05
BY60M-4_page_0158.out,-0.0257675,0.0763933,2.50E-05
BY60M-4_page_0159.out,-0.0260692,0.0773549,6.29E-05
BY60M-4_page_0160.out,-0.0263772,0.0783254,0.000104556
BY60M-4_page_0161.out,-0.0266351,0.079271,0.000158153
BY60M-4_page_0162.out,-0.0269248,0.0802178,0.000205345
BY60M-4_page_0163.out,-0.0272022,0.0811752,0.00025478
BY60M-4_page_0164.out,-0.0274906,0.0821407,0.000285824
BY60M-4_page_0165.out,-0.0277691,0.0831027,0.000342483
BY60M-4_page_0166.out,-0.0280568,0.0840594,0.000394056
BY60M-4_page_0167.out,-0.028315,0.0850429,0.000458469
BY60M-4_page_0168.out,-0.0285809,0.0860264,0.000512454
BY60M-4_page_0169.out,-0.0288837,0.0870569,0.000579216
BY60M-4_page_0170.out,-0.0291687,0.0880689,0.00064874
BY60M-4_page_0171.out,-0.0294034,0.0890797,0.000713647
BY60M-4_page_0172.out,-0.029691,0.0901121,0.000797704
BY60M-4_page_0173.out,-0.0299651,0.0912009,0.000884293
BY60M-4_page_0174.out,-0.0302548,0.0923034,0.000979875
BY60M-4_page_0175.out,-0.0305006,0.0934064,0.00107612
BY60M-4_page_0176.out,-0.0307808,0.0946334,0.00120381
BY60M-4_page_0177.out,-0.0310882,0.0960167,0.00132386
BY60M-4_page_0178.out,-0.0313178,0.0969431,0.0014135
BY60M-4_page_0179.out,-0.0315811,0.0980261,0.00150657
BY60M-4_page_0180.out,-0.0318281,0.0991314,0.00161239
BY60M-4_page_0181.out,-0.0320919,0.100257,0.00172743
BY60M-4_page_0182.out,-0.0323087,0.101083,0.00180651
BY60M-4_page_0183.out,-0.0325737,0.102187,0.00192007
BY60M-4_page_0184.out,-0.0328106,0.103288,0.00203353
BY60M-4_page_0185.out,-0.0330608,0.104405,0.0021431
BY60M-4_page_0186.out,-0.0332905,0.105512,0.00225501
BY60M-4_page_0187.out,-0.0334926,0.106262,0.00231868
BY60M-4_page_0188.out,-0.0337392,0.10736,0.00244505
BY60M-4_page_0189.out,-0.0339676,0.108469,0.00256559
BY60M-4_page_0190.out,-0.0341554,0.109838,0.00278693
BY60M-4_page_0191.out,-0.034388,0.111205,0.00298665
BY60M-4_page_0192.out,-0.0346047,0.112278,0.00313214
BY60M-4_page_0193.out,-0.0348087,0.113352,0.00327993
BY60M-4_page_0194.out,-0.0349624,0.114124,0.00333327
BY60M-4_page_0195.out,-0.0351166,0.114886,0.00341131
BY60M-4_page_0196.out,-0.0353081,0.115974,0.00356216
BY60M-4_page_0197.out,-0.0354884,0.117072,0.00372292
BY60M-4_page_0198.out,-0.0356572,0.118224,0.00389644
BY60M-4_page_0199.out,-0.0358494,0.119413,0.00407603
BY60M-4_page_0200.out,-0.0360507,0.120635,0.00426514
BY60M-4_page_0201.out,-0.036232,0.121903,0.00447675
BY60M-4_page_0202.out,-0.0363995,0.123243,0.00472551
BY60M-4_page_0203.out,-0.0364559,0.123956,0.00482839
BY60M-4_page_0204.out,-0.0365826,0.125255,0.00519355
BY60M-4_page_0205.out,-0.0367315,0.127066,0.00559986
BY60M-4_page_0206.out,-0.0368129,0.128911,0.00603386
BY60M-4_page_0207.out,-0.0369041,0.129868,0.00629447
BY60M-4_page_0208.out,-0.0370174,0.131327,0.00660138
BY60M-4_page_0209.out,-0.0371045,0.132798,0.00692961
BY60M-4_page_0210.out,-0.0371901,0.134272,0.00726514
BY60M-4_page_0211.out,-0.0372124,0.135169,0.00749667
BY60M-4_page_0212.out,-0.0372428,0.13667,0.00788429
BY60M-4_page_0213.out,-0.0372438,0.137367,0.00809379
BY60M-4_page_0214.out,-0.0372338,0.139206,0.00860557
BY60M-4_page_0215.out,-0.0372199,0.141434,0.00925479
BY60M-4_page_0216.out,-0.0370586,0.143711,0.0101052
BY60M-4_page_0217.out,-0.0369086,0.146389,0.0109485
BY60M-4_page_0218.out,-0.0366956,0.14833,0.0118116
BY60M-4_page_0219.out,-0.036433,0.150775,0.012701
BY60M-4_page_0220.out,-0.0363091,0.151894,0.0130994
BY60M-4_page_0221.out,-0.0361937,0.154034,0.0137939
BY60M-4_page_0222.out,-0.0361033,0.156086,0.014427
BY60M-4_page_0223.out,-0.0359824,0.158131,0.0150627
BY60M-4_page_0224.out,-0.0358493,0.160203,0.0157614
BY60M-4_page_0225.out,-0.0356475,0.16291,0.0167584
BY60M-4_page_0226.out,-0.0354077,0.162692,0.0170508
BY60M-4_page_0227.out,-0.0351385,0.165103,0.0179752
BY60M-4_page_0228.out,-0.034951,0.167575,0.0188155
BY60M-4_page_0229.out,-0.0347544,0.170069,0.0196652
BY60M-4_page_0230.out,-0.0345452,0.172802,0.0206007
BY60M-4_page_0231.out,-0.0343032,0.175398,0.0215367
BY60M-4_page_0232.out,-0.0341014,0.177826,0.0224136
BY60M-4_page_0233.out,-0.0337599,0.179417,0.023137
BY60M-4_page_0234.out,-0.0335391,0.181711,0.0239732
BY60M-4_page_0235.out,-0.033289,0.184036,0.0248209
BY60M-4_page_0236.out,-0.0329934,0.186829,0.0259168
BY60M-4_page_0237.out,-0.0326473,0.189227,0.0268389
BY60M-4_page_0238.out,-0.0322573,0.192167,0.0279986
BY60M-4_page_0239.out,-0.0319046,0.194677,0.0289646
BY60M-4_page_0240.out,-0.031541,0.197836,0.0301537
BY60M-4_page_0241.out,-0.0311193,0.200997,0.0313474
BY60M-4_page_0242.out,-0.0308858,0.200774,0.0317096
BY60M-4_page_0243.out,-0.0304799,0.203985,0.0329582
BY60M-4_page_0244.out,-0.030154,0.205088,0.0335072
BY60M-4_page_0245.out,-0.0297629,0.208157,0.0346515
BY60M-4_page_0246.out,-0.0296146,0.210089,0.0352426
BY60M-4_page_0247.out,-0.0294016,0.213598,0.0364063
BY60M-4_page_0248.out,-0.0292128,0.216244,0.0372525
BY60M-4_page_0249.out,-0.0288502,0.221027,0.038774
BY60M-4_page_0250.out,-0.0286008,0.224226,0.0398162
BY60M-4_page_0251.out,-0.0281395,0.227435,0.0409146
BY60M-4_page_0252.out,-0.0278077,0.231181,0.0421689
BY60M-4_page_0253.out,-0.0273106,0.233473,0.0430876
BY60M-4_page_0254.out,-0.0269048,0.236633,0.0442592
BY60M-4_page_0255.out,-0.0263453,0.239962,0.0455734
BY60M-4_page_0256.out,-0.025884,0.243306,0.0468036
BY60M-4_page_0257.out,-0.0253478,0.246179,0.0480196
BY60M-4_page_0258.out,-0.0247421,0.249478,0.0494522
BY60M-4_page_0259.out,-0.0240451,0.253346,0.0510527
BY60M-4_page_0260.out,-0.02395,0.253182,0.0510046
BY60M-4_page_0261.out,-0.0231815,0.258178,0.0529554
BY60M-4_page_0262.out,-0.0225376,0.262352,0.0545909
BY60M-4_page_0263.out,-0.0218117,0.266704,0.0563347
BY60M-4_page_0264.out,-0.0211836,0.270039,0.0577507
BY60M-4_page_0265.out,-0.0205395,0.272321,0.0589268
BY60M-4_page_0266.out,-0.0200119,0.275351,0.0601646
BY60M-4_page_0267.out,-0.0195795,0.273927,0.0602655
BY60M-4_page_0268.out,-0.018959,0.277385,0.0616593
BY60M-4_page_0269.out,-0.0188173,0.277374,0.0616058
BY60M-4_page_0270.out,-0.0181321,0.280889,0.0631082
BY60M-4_page_0271.out,-0.0172991,0.285453,0.0650136
BY60M-4_page_0272.out,-0.0162976,0.290103,0.0670587
BY60M-4_page_0273.out,-0.0158139,0.291913,0.0677448
BY60M-4_page_0274.out,-0.0146112,0.298871,0.0705296
BY60M-4_page_0275.out,-0.0133058,0.305372,0.0733066
BY60M-4_page_0276.out,-0.0124247,0.309244,0.0750431
BY60M-4_page_0277.out,-0.0115213,0.313412,0.0768764
BY60M-4_page_0278.out,-0.0108172,0.314929,0.0776775
BY60M-4_page_0279.out,-0.00991486,0.319377,0.0794522
BY60M-4_page_0280.out,-0.00902742,0.323291,0.081284
BY60M-4_page_0281.out,-0.00814088,0.327479,0.0830384
BY60M-4_page_0282.out,-0.00710811,0.333166,0.0853992
BY60M-4_page_0283.out,-0.00588556,0.341121,0.0881735
BY60M-4_page_0284.out,-0.00473233,0.347296,0.0905474
BY60M-4_page_0285.out,-0.00313671,0.35447,0.0937225
BY60M-4_page_0286.out,-0.00209581,0.358854,0.0956806
BY60M-4_page_0287.out,-0.0010698,0.361875,0.097384
BY60M-4_page_0288.out,5.03E-05,0.366223,0.0993718
BY60M-4_page_0289.out,0.00103506,0.368337,0.100666
BY60M-4_page_0290.out,0.00214456,0.371407,0.102394
BY60M-4_page_0291.out,0.00321524,0.375725,0.104318
BY60M-4_page_0292.out,0.00453939,0.380849,0.10678
BY60M-4_page_0293.out,0.00682132,0.392708,0.111414
BY60M-4_page_0294.out,0.00947489,0.399534,0.115812
BY60M-4_page_0295.out,0.0111473,0.404806,0.118411
BY60M-4_page_0296.out,0.0127308,0.41019,0.121009
BY60M-4_page_0297.out,0.0141077,0.414899,0.123295
BY60M-4_page_0298.out,0.0154973,0.419809,0.125635
BY60M-4_page_0299.out,0.0169189,0.421784,0.1274
BY60M-4_page_0300.out,0.0182247,0.426296,0.129567
BY60M-4_page_0301.out,0.0195754,0.430993,0.131827
BY60M-4_page_0302.out,0.0208984,0.43582,0.134083
BY60M-4_page_0303.out,0.0213748,0.439863,0.135028
BY60M-4_page_0304.out,0.0236482,0.450856,0.139509
BY60M-4_page_0305.out,0.0248966,0.454527,0.141512
BY60M-4_page_0306.out,0.0264968,0.461111,0.144711
BY60M-4_page_0307.out,0.0248424,0.456573,0.141726
BY60M-4_page_0308.out,0.0259614,0.460407,0.14357
BY60M-4_page_0309.out,0.0270179,0.463851,0.145291
BY60M-4_page_0310.out,0.0281043,0.467311,0.147
BY60M-4_page_0311.out,0.0283526,0.462826,0.145802
BY60M-4_page_0312.out,0.031959,0.480723,0.153159
BY60M-4_page_0313.out,0.0337503,0.485134,0.155706
BY60M-4_page_0314.out,0.0354009,0.489624,0.1582
BY60M-4_page_0315.out,0.0369828,0.493631,0.160516
BY60M-4_page_0316.out,0.0387057,0.497936,0.162998
BY60M-4_page_0317.out,0.0410749,0.502384,0.166674
BY60M-4_page_0318.out,0.0427209,0.505483,0.168776
BY60M-4_page_0319.out,0.0442012,0.509583,0.170183
BY60M-4_page_0320.out,0.0467922,0.507453,0.17216
BY60M-4_page_0321.out,0.0464819,0.470675,0.160417
BY60M-4_page_0322.out,0.040661,0.415555,0.142475
BY60M-4_page_0323.out,0.0404971,0.412087,0.141355
BY60M-4_page_0324.out,0.0403625,0.409941,0.14067
BY60M-4_page_0325.out,0.0403444,0.408797,0.140343
BY60M-4_page_0326.out,0.0403929,0.40786,0.140098
BY60M-4_page_0327.out,0.0403739,0.407086,0.139875
BY60M-4_page_0328.out,0.0403026,0.406337,0.139607
BY60M-4_page_0329.out,0.0402721,0.405778,0.139415
BY60M-4_page_0330.out,0.0402844,0.405385,0.139315
BY60M-4_page_0331.out,0.0403976,0.405114,0.139331
BY60M-4_page_0332.out,0.0404113,0.404745,0.13923
BY60M-4_page_0333.out,0.0403684,0.404429,0.139122
BY60M-4_page_0334.out,0.040295,0.404084,0.138977
BY60M-4_page_0335.out,0.0403706,0.404009,0.138995
BY60M-4_page_0336.out,0.0403942,0.403792,0.138948
BY60M-4_page_0337.out,0.0404589,0.403687,0.138956
BY60M-4_page_0338.out,0.0404227,0.403525,0.138887
