"Filename","mean(exx)","stdev(exx)","mean(eyy)","stdev(eyy)","mean(exy)","stdev(exy)"
"BY60M-6_page_0219.out",-0.0155051,0.00633471,0.0493902,0.0208319,-0.000381576,0.000965678
"BY60M-6_page_0220.out",-0.0154548,0.00634815,0.0492433,0.0208542,-0.000377726,0.000977159
"BY60M-6_page_0221.out",-0.0154041,0.0063553,0.0491057,0.0208955,-0.000372319,0.000964607
"BY60M-6_page_0222.out",-0.0153622,0.00636393,0.0489773,0.0209588,-0.000367149,0.000972941
"BY60M-6_page_0223.out",-0.0153176,0.00638163,0.0487646,0.0210005,-0.000346162,0.000972142
"BY60M-6_page_0224.out",-0.0152446,0.00639011,0.0485296,0.0210287,-0.000350149,0.000957329
"BY60M-6_page_0225.out",-0.0151649,0.0063968,0.0483072,0.0210521,-0.000331574,0.000972024
"BY60M-6_page_0226.out",-0.0151116,0.00642358,0.0481426,0.0210999,-0.000311331,0.000985521
"BY60M-6_page_0227.out",-0.0150573,0.00642589,0.0479789,0.0211475,-0.000312718,0.000981024
"BY60M-6_page_0228.out",-0.0149896,0.00641531,0.0478129,0.0211917,-0.000311283,0.000992063
"BY60M-6_page_0229.out",-0.014938,0.00643823,0.0476633,0.0212334,-0.000301406,0.000993535
"BY60M-6_page_0230.out",-0.0148892,0.00646667,0.0475069,0.0212733,-0.000291626,0.000991698
"BY60M-6_page_0231.out",-0.0148296,0.00648824,0.0473593,0.0213255,-0.000271841,0.000999571
"BY60M-6_page_0232.out",-0.0147729,0.00649007,0.0472386,0.021378,-0.000257647,0.00101378
"BY60M-6_page_0233.out",-0.0147224,0.00655034,0.0470721,0.0214174,-0.000253482,0.00100566
"BY60M-6_page_0234.out",-0.014673,0.00654137,0.0468777,0.0214582,-0.000234006,0.00101569
"BY60M-6_page_0235.out",-0.0146118,0.00655241,0.0466633,0.0214807,-0.00021628,0.00102125
"BY60M-6_page_0236.out",-0.0145292,0.0065643,0.0464015,0.021512,-0.000214891,0.00102445
"BY60M-6_page_0237.out",-0.0144579,0.00662159,0.046226,0.0215597,-0.000212734,0.0010387
"BY60M-6_page_0238.out",-0.0143934,0.00661985,0.0460456,0.0216132,-0.000203155,0.00104545
"BY60M-6_page_0239.out",-0.0143536,0.00666534,0.0458726,0.0216466,-0.00019804,0.00105044
"BY60M-6_page_0240.out",-0.0143219,0.00668077,0.0457539,0.0217141,-0.000195247,0.00105416
"BY60M-6_page_0241.out",-0.0143045,0.00671931,0.0456706,0.0217521,-0.000185508,0.00105286
"BY60M-6_page_0242.out",-0.014287,0.00674749,0.0455821,0.021833,-0.000187939,0.00106975
"BY60M-6_page_0243.out",-0.0142597,0.00674829,0.0454921,0.0218702,-0.000168132,0.00105953
"BY60M-6_page_0244.out",-0.0142745,0.00675935,0.0453914,0.021913,-0.000162935,0.00108278
"BY60M-6_page_0245.out",-0.01425,0.00677246,0.0453015,0.0219867,-0.000145129,0.00107731
"BY60M-6_page_0246.out",-0.0142286,0.00679186,0.0452204,0.02206,-0.000132399,0.00108432
"BY60M-6_page_0247.out",-0.0142003,0.00681315,0.0451439,0.022098,-0.00012914,0.00108691
"BY60M-6_page_0248.out",-0.0141955,0.00679188,0.0450945,0.02217,-0.000118225,0.00108737
"BY60M-6_page_0249.out",-0.0141786,0.00682698,0.0450196,0.0222111,-0.000110611,0.00108761
"BY60M-6_page_0250.out",-0.014185,0.00683978,0.0449028,0.0222665,-0.000117468,0.00110016
