Filename,mean(exx),mean(eyy),mean(exy)
BY60M-2_page_0043.out,-0.00406391,0.0126271,-4.52E-05
BY60M-2_page_0044.out,-0.00420615,0.0130476,-4.45E-05
BY60M-2_page_0045.out,-0.00433699,0.0134554,-4.55E-05
BY60M-2_page_0046.out,-0.0044572,0.013865,-3.79E-05
BY60M-2_page_0047.out,-0.00460254,0.0142782,-4.20E-05
BY60M-2_page_0048.out,-0.00472491,0.0146939,-4.97E-05
BY60M-2_page_0049.out,-0.00485584,0.0151201,-5.64E-05
BY60M-2_page_0050.out,-0.00497859,0.0155155,-4.32E-05
BY60M-2_page_0051.out,-0.00510356,0.0159316,-4.82E-05
BY60M-2_page_0052.out,-0.00524504,0.0163388,-5.99E-05
BY60M-2_page_0053.out,-0.00537236,0.016761,-4.26E-05
BY60M-2_page_0054.out,-0.00550794,0.0171676,-5.86E-05
BY60M-2_page_0055.out,-0.00563532,0.017598,-4.82E-05
BY60M-2_page_0056.out,-0.00576377,0.0180047,-5.71E-05
BY60M-2_page_0057.out,-0.00589157,0.01842,-4.80E-05
BY60M-2_page_0058.out,-0.00603314,0.0188349,-5.60E-05
BY60M-2_page_0059.out,-0.0061625,0.0192612,-5.63E-05
BY60M-2_page_0060.out,-0.00629782,0.0196776,-5.35E-05
BY60M-2_page_0061.out,-0.00642565,0.0201061,-5.83E-05
BY60M-2_page_0062.out,-0.00656642,0.020542,-5.85E-05
BY60M-2_page_0063.out,-0.00671218,0.0209725,-5.45E-05
BY60M-2_page_0064.out,-0.00684266,0.0214209,-5.41E-05
BY60M-2_page_0065.out,-0.00699386,0.0218458,-6.32E-05
BY60M-2_page_0066.out,-0.00714533,0.0223006,-7.26E-05
BY60M-2_page_0067.out,-0.00728367,0.0227434,-5.74E-05
BY60M-2_page_0068.out,-0.00742909,0.0231948,-6.85E-05
BY60M-2_page_0069.out,-0.00757009,0.0236453,-6.97E-05
BY60M-2_page_0070.out,-0.00772381,0.0241043,-6.16E-05
BY60M-2_page_0071.out,-0.00787391,0.0245565,-7.36E-05
BY60M-2_page_0072.out,-0.00800714,0.0250133,-6.94E-05
BY60M-2_page_0073.out,-0.00816473,0.025468,-8.42E-05
BY60M-2_page_0074.out,-0.00831926,0.0259243,-7.59E-05
BY60M-2_page_0075.out,-0.00845885,0.0263918,-7.45E-05
BY60M-2_page_0076.out,-0.00860717,0.0268427,-7.51E-05
BY60M-2_page_0077.out,-0.00874895,0.027311,-8.24E-05
BY60M-2_page_0078.out,-0.0089012,0.0277668,-7.57E-05
BY60M-2_page_0079.out,-0.00905055,0.0282477,-8.87E-05
BY60M-2_page_0080.out,-0.00920886,0.0287056,-8.17E-05
BY60M-2_page_0081.out,-0.00936434,0.0291713,-8.58E-05
BY60M-2_page_0082.out,-0.00950802,0.0296424,-8.43E-05
BY60M-2_page_0083.out,-0.00966164,0.0301131,-8.44E-05
BY60M-2_page_0084.out,-0.00981824,0.0305737,-9.38E-05
BY60M-2_page_0085.out,-0.00996129,0.0310403,-8.73E-05
BY60M-2_page_0086.out,-0.0101231,0.0315101,-9.74E-05
BY60M-2_page_0087.out,-0.0102691,0.0319785,-9.72E-05
BY60M-2_page_0088.out,-0.0104193,0.0324638,-8.71E-05
BY60M-2_page_0089.out,-0.0105708,0.0329327,-9.39E-05
BY60M-2_page_0090.out,-0.0107251,0.0334111,-8.89E-05
BY60M-2_page_0091.out,-0.0108711,0.0338882,-8.87E-05
BY60M-2_page_0092.out,-0.0110312,0.0343721,-9.87E-05
BY60M-2_page_0093.out,-0.0111875,0.0348626,-9.57E-05
BY60M-2_page_0094.out,-0.0113398,0.0353391,-9.78E-05
BY60M-2_page_0095.out,-0.0114917,0.0358218,-9.80E-05
BY60M-2_page_0096.out,-0.0116555,0.0363153,-9.99E-05
BY60M-2_page_0097.out,-0.0118131,0.0367932,-0.000101358
BY60M-2_page_0098.out,-0.0119727,0.0372773,-9.47E-05
BY60M-2_page_0099.out,-0.0121133,0.0377725,-9.09E-05
BY60M-2_page_0100.out,-0.0122768,0.0382719,-0.000105695
BY60M-2_page_0101.out,-0.0124404,0.0387544,-9.36E-05
BY60M-2_page_0102.out,-0.012595,0.0392512,-9.08E-05
BY60M-2_page_0103.out,-0.0127569,0.0397427,-0.00010365
BY60M-2_page_0104.out,-0.0129197,0.0402391,-0.000103272
BY60M-2_page_0105.out,-0.0130762,0.0407391,-9.77E-05
BY60M-2_page_0106.out,-0.0132489,0.0412174,-0.000103077
BY60M-2_page_0107.out,-0.0134025,0.0417196,-0.000108538
BY60M-2_page_0108.out,-0.0135592,0.0422104,-0.000109287
BY60M-2_page_0109.out,-0.0137299,0.0427216,-0.000106879
BY60M-2_page_0110.out,-0.0139023,0.0432226,-0.000106678
BY60M-2_page_0111.out,-0.0140522,0.0437209,-0.000103145
BY60M-2_page_0112.out,-0.0142026,0.0442291,-0.000105416
BY60M-2_page_0113.out,-0.0143725,0.0447278,-0.00010935
BY60M-2_page_0114.out,-0.0145376,0.0452315,-0.000113269
BY60M-2_page_0115.out,-0.01469,0.045723,-0.000107224
BY60M-2_page_0116.out,-0.014849,0.0462315,-0.000102823
BY60M-2_page_0117.out,-0.0150059,0.0467391,-0.000106115
BY60M-2_page_0118.out,-0.0151671,0.0472313,-0.000104013
BY60M-2_page_0119.out,-0.015337,0.0477355,-0.000112468
BY60M-2_page_0120.out,-0.0155061,0.048227,-0.000108249
BY60M-2_page_0121.out,-0.0156634,0.0487342,-0.000106251
BY60M-2_page_0122.out,-0.0158251,0.0492188,-0.000100351
BY60M-2_page_0123.out,-0.0159832,0.0497392,-0.000101443
BY60M-2_page_0124.out,-0.016147,0.0502359,-0.000106122
BY60M-2_page_0125.out,-0.016312,0.050736,-0.000108617
BY60M-2_page_0126.out,-0.0164829,0.0512464,-0.00010064
BY60M-2_page_0127.out,-0.0166416,0.051751,-0.000106204
BY60M-2_page_0128.out,-0.0168044,0.0522599,-0.000114708
BY60M-2_page_0129.out,-0.0169706,0.0527694,-0.000112408
BY60M-2_page_0130.out,-0.0171431,0.0532867,-0.000106104
BY60M-2_page_0131.out,-0.0173224,0.0538083,-0.000111099
BY60M-2_page_0132.out,-0.0174993,0.0543358,-0.00011311
BY60M-2_page_0133.out,-0.0176558,0.0548791,-0.000109693
BY60M-2_page_0134.out,-0.0178524,0.055398,-0.000107467
BY60M-2_page_0135.out,-0.0180229,0.0559412,-0.000103014
BY60M-2_page_0136.out,-0.0181925,0.0564834,-0.000105695
BY60M-2_page_0137.out,-0.0183668,0.0570291,-0.00010749
BY60M-2_page_0138.out,-0.0185646,0.0575998,-0.000117368
BY60M-2_page_0139.out,-0.0187522,0.0581583,-0.000112671
BY60M-2_page_0140.out,-0.0189385,0.058743,-0.000114952
BY60M-2_page_0141.out,-0.0191354,0.0593364,-0.000113371
BY60M-2_page_0142.out,-0.0193231,0.0599151,-0.00010417
BY60M-2_page_0143.out,-0.0195112,0.0604854,-0.00011736
BY60M-2_page_0144.out,-0.0196941,0.0610583,-0.000122308
BY60M-2_page_0145.out,-0.0198781,0.0616423,-0.000118075
BY60M-2_page_0146.out,-0.0200605,0.0622146,-0.000112141
BY60M-2_page_0147.out,-0.0202562,0.0628011,-0.000126107
BY60M-2_page_0148.out,-0.0204414,0.0633737,-0.000126948
BY60M-2_page_0149.out,-0.020652,0.0639451,-0.00012802
BY60M-2_page_0150.out,-0.0208407,0.0645361,-0.000142085
BY60M-2_page_0151.out,-0.0210308,0.0651478,-0.000144904
BY60M-2_page_0152.out,-0.0212321,0.0657742,-0.000146694
BY60M-2_page_0153.out,-0.0214344,0.0663804,-0.000147571
BY60M-2_page_0154.out,-0.0216338,0.0670127,-0.000148305
BY60M-2_page_0155.out,-0.0218289,0.067615,-0.000148422
BY60M-2_page_0156.out,-0.0220234,0.0682278,-0.000147051
BY60M-2_page_0157.out,-0.0222145,0.0688466,-0.000143594
BY60M-2_page_0158.out,-0.0224088,0.0694522,-0.000152303
BY60M-2_page_0159.out,-0.0225967,0.0700767,-0.000149471
BY60M-2_page_0160.out,-0.0227845,0.0706813,-0.000149123
BY60M-2_page_0161.out,-0.0229929,0.0712881,-0.000141988
BY60M-2_page_0162.out,-0.0231762,0.0719015,-0.000124703
BY60M-2_page_0163.out,-0.0233666,0.0725303,-0.000117941
BY60M-2_page_0164.out,-0.0235631,0.0731568,-0.000120972
BY60M-2_page_0165.out,-0.0237484,0.0737627,-0.000107252
BY60M-2_page_0166.out,-0.0239298,0.0743856,-0.000104992
BY60M-2_page_0167.out,-0.0241146,0.0750011,-9.48E-05
BY60M-2_page_0168.out,-0.0242896,0.0756268,-7.40E-05
BY60M-2_page_0169.out,-0.0244779,0.0762589,-5.18E-05
BY60M-2_page_0170.out,-0.0246378,0.0768884,-3.67E-05
BY60M-2_page_0171.out,-0.0248276,0.0774929,-1.59E-05
BY60M-2_page_0172.out,-0.0250039,0.0781147,5.69E-06
BY60M-2_page_0173.out,-0.0251759,0.0787251,2.58E-05
BY60M-2_page_0174.out,-0.0253413,0.0793198,5.12E-05
BY60M-2_page_0175.out,-0.0255048,0.0799118,7.36E-05
BY60M-2_page_0176.out,-0.0256641,0.0804812,0.000103107
BY60M-2_page_0177.out,-0.0258096,0.0810567,0.000124172
BY60M-2_page_0178.out,-0.025952,0.0816381,0.000151202
BY60M-2_page_0179.out,-0.0261038,0.0822031,0.000175653
BY60M-2_page_0180.out,-0.0262496,0.0827893,0.000211803
BY60M-2_page_0181.out,-0.0263988,0.0833576,0.00022851
BY60M-2_page_0182.out,-0.0265323,0.0839305,0.000262218
BY60M-2_page_0183.out,-0.0266736,0.0845024,0.000292003
BY60M-2_page_0184.out,-0.0268313,0.0850759,0.000317906
BY60M-2_page_0185.out,-0.026968,0.085661,0.000363858
BY60M-2_page_0186.out,-0.0270973,0.086213,0.000404419
BY60M-2_page_0187.out,-0.0272219,0.0867578,0.000440494
BY60M-2_page_0188.out,-0.0273536,0.0872886,0.00048043
BY60M-2_page_0189.out,-0.0274663,0.087827,0.000517427
BY60M-2_page_0190.out,-0.0275934,0.0883549,0.000561653
BY60M-2_page_0191.out,-0.0277137,0.0888971,0.0006025
BY60M-2_page_0192.out,-0.0278285,0.0894299,0.000653063
BY60M-2_page_0193.out,-0.0279261,0.0899384,0.000692466
BY60M-2_page_0194.out,-0.0280347,0.0904608,0.000741309
BY60M-2_page_0195.out,-0.0281332,0.0909769,0.000782618
BY60M-2_page_0196.out,-0.0282459,0.0914865,0.000830341
BY60M-2_page_0197.out,-0.0283543,0.092011,0.000876188
BY60M-2_page_0198.out,-0.0284609,0.0925483,0.000920876
BY60M-2_page_0199.out,-0.0285637,0.0930773,0.000980537
BY60M-2_page_0200.out,-0.0286591,0.0936148,0.0010264
BY60M-2_page_0201.out,-0.0287458,0.094152,0.00107975
BY60M-2_page_0202.out,-0.02885,0.0946869,0.00114013
BY60M-2_page_0203.out,-0.0289586,0.0952211,0.00119132
BY60M-2_page_0204.out,-0.0290543,0.0957394,0.00125283
BY60M-2_page_0205.out,-0.0291498,0.0962447,0.00130577
BY60M-2_page_0206.out,-0.0292301,0.096723,0.0013614
BY60M-2_page_0207.out,-0.0293093,0.0971866,0.00141409
BY60M-2_page_0208.out,-0.0293858,0.0976614,0.00147099
BY60M-2_page_0209.out,-0.029471,0.0980987,0.00152144
BY60M-2_page_0210.out,-0.029533,0.0985509,0.00158478
BY60M-2_page_0211.out,-0.0295982,0.0989572,0.00163826
BY60M-2_page_0212.out,-0.0296499,0.0993537,0.00169172
BY60M-2_page_0213.out,-0.0297026,0.0997361,0.00173802
BY60M-2_page_0214.out,-0.029768,0.100131,0.00178446
BY60M-2_page_0215.out,-0.029826,0.100505,0.00182196
BY60M-2_page_0216.out,-0.0298792,0.10085,0.00187375
BY60M-2_page_0217.out,-0.0299355,0.101185,0.0019227
BY60M-2_page_0218.out,-0.0299653,0.101468,0.00196462
BY60M-2_page_0219.out,-0.0300061,0.101728,0.00200283
BY60M-2_page_0220.out,-0.0300381,0.101979,0.00203871
BY60M-2_page_0221.out,-0.0300632,0.102208,0.00208286
BY60M-2_page_0222.out,-0.0300811,0.102421,0.00212815
BY60M-2_page_0223.out,-0.0301117,0.102615,0.00215773
BY60M-2_page_0224.out,-0.0301414,0.102816,0.00218088
BY60M-2_page_0225.out,-0.030173,0.102997,0.00221233
BY60M-2_page_0226.out,-0.0301883,0.103157,0.0022447
BY60M-2_page_0227.out,-0.0302082,0.10332,0.00228124
BY60M-2_page_0228.out,-0.0302233,0.103475,0.00229689
BY60M-2_page_0229.out,-0.0302406,0.103617,0.00232168
BY60M-2_page_0230.out,-0.0302625,0.103761,0.00235665
BY60M-2_page_0231.out,-0.0302787,0.103888,0.00238047
BY60M-2_page_0232.out,-0.0302975,0.104006,0.00239065
BY60M-2_page_0233.out,-0.0303069,0.104123,0.00242051
BY60M-2_page_0234.out,-0.0303194,0.104239,0.00244501
BY60M-2_page_0235.out,-0.0303212,0.104341,0.00245772
BY60M-2_page_0236.out,-0.0303293,0.104434,0.00248196
BY60M-2_page_0237.out,-0.0303231,0.104513,0.00250955
BY60M-2_page_0238.out,-0.0303371,0.104551,0.00251556
BY60M-2_page_0239.out,-0.0303384,0.104617,0.00253922
BY60M-2_page_0240.out,-0.0303441,0.104669,0.0025597
BY60M-2_page_0241.out,-0.030339,0.104716,0.00257643
BY60M-2_page_0242.out,-0.0303496,0.104754,0.00259945
BY60M-2_page_0243.out,-0.0303469,0.104799,0.00261501
BY60M-2_page_0244.out,-0.0303352,0.104843,0.00262645
BY60M-2_page_0245.out,-0.0303384,0.104871,0.00263684
BY60M-2_page_0246.out,-0.0303316,0.104892,0.00264891
BY60M-2_page_0247.out,-0.0303312,0.104903,0.00266701
BY60M-2_page_0248.out,-0.0303251,0.104912,0.00267537
BY60M-2_page_0249.out,-0.0303219,0.104937,0.00268938
BY60M-2_page_0250.out,-0.0303074,0.10495,0.00271465
BY60M-2_page_0251.out,-0.0303199,0.104945,0.00272172
BY60M-2_page_0252.out,-0.0302995,0.104925,0.00273771
BY60M-2_page_0253.out,-0.0302795,0.104895,0.00274632
BY60M-2_page_0254.out,-0.0302596,0.104854,0.00275814
BY60M-2_page_0255.out,-0.0302433,0.104803,0.00276973
BY60M-2_page_0256.out,-0.0302187,0.104769,0.00279239
BY60M-2_page_0257.out,-0.0301953,0.104723,0.00278767
BY60M-2_page_0258.out,-0.0301798,0.104676,0.00279861
BY60M-2_page_0259.out,-0.0301737,0.104617,0.00281538
BY60M-2_page_0260.out,-0.0301502,0.104567,0.00282086
BY60M-2_page_0261.out,-0.0301349,0.104483,0.00282763
BY60M-2_page_0262.out,-0.0301074,0.104409,0.00284381
BY60M-2_page_0263.out,-0.0300855,0.104333,0.00284641
BY60M-2_page_0264.out,-0.0300645,0.104305,0.00285234
BY60M-2_page_0265.out,-0.030047,0.104263,0.00286867
BY60M-2_page_0266.out,-0.0300348,0.104226,0.00288499
BY60M-2_page_0267.out,-0.0300105,0.104192,0.00288626
BY60M-2_page_0268.out,-0.0300061,0.104145,0.0028927
BY60M-2_page_0269.out,-0.0299944,0.104119,0.0029136
BY60M-2_page_0270.out,-0.0299863,0.104076,0.00291208
BY60M-2_page_0271.out,-0.0299804,0.104045,0.0029135
BY60M-2_page_0272.out,-0.0299552,0.103993,0.00293009
BY60M-2_page_0273.out,-0.0299306,0.103955,0.00294484
BY60M-2_page_0274.out,-0.0299069,0.103872,0.00295264
BY60M-2_page_0275.out,-0.0298889,0.103767,0.00296499
BY60M-2_page_0276.out,-0.029867,0.103626,0.00296659
BY60M-2_page_0277.out,-0.0297989,0.103428,0.00295632
BY60M-2_page_0278.out,-0.0297023,0.10316,0.00295418
BY60M-2_page_0279.out,-0.0296324,0.102868,0.00294239
BY60M-2_page_0280.out,-0.0295475,0.102612,0.0029441
BY60M-2_page_0281.out,-0.029484,0.102394,0.00295197
BY60M-2_page_0282.out,-0.0294361,0.102132,0.00294015
BY60M-2_page_0283.out,-0.0293093,0.101764,0.00293291
BY60M-2_page_0284.out,-0.0291902,0.101304,0.00290958
BY60M-2_page_0285.out,-0.0290438,0.100788,0.00287687
BY60M-2_page_0286.out,-0.0288541,0.100069,0.00285545
BY60M-2_page_0287.out,-0.0285732,0.0990526,0.0028055
BY60M-2_page_0288.out,-0.0283047,0.0980457,0.0027736
BY60M-2_page_0289.out,-0.0280727,0.0972998,0.00273763
BY60M-2_page_0290.out,-0.0278999,0.0966085,0.00272217
BY60M-2_page_0291.out,-0.0277681,0.0961724,0.00271326
BY60M-2_page_0292.out,-0.0276676,0.0958564,0.00270489
BY60M-2_page_0293.out,-0.0275752,0.0956138,0.00270338
BY60M-2_page_0294.out,-0.0275444,0.0954344,0.00270591
BY60M-2_page_0295.out,-0.0275085,0.095285,0.00271699
BY60M-2_page_0296.out,-0.0274451,0.0951597,0.00271106
BY60M-2_page_0297.out,-0.027413,0.0950596,0.00272161
BY60M-2_page_0298.out,-0.027393,0.0949391,0.00272941
BY60M-2_page_0299.out,-0.0273553,0.0948163,0.00274424
BY60M-2_page_0300.out,-0.0273117,0.0946712,0.00273745
BY60M-2_page_0301.out,-0.0272674,0.0945104,0.00274799
BY60M-2_page_0302.out,-0.027189,0.0943002,0.00274636
BY60M-2_page_0303.out,-0.0271337,0.0940314,0.00273834
BY60M-2_page_0304.out,-0.0270412,0.0937533,0.00273632
BY60M-2_page_0305.out,-0.0269833,0.0935012,0.00274615
BY60M-2_page_0306.out,-0.0269038,0.0932513,0.00273461
BY60M-2_page_0307.out,-0.0268318,0.0930067,0.00272789
BY60M-2_page_0308.out,-0.0267637,0.0927616,0.00272678
BY60M-2_page_0309.out,-0.0266856,0.0924872,0.00273106
BY60M-2_page_0310.out,-0.026595,0.092178,0.00272205
BY60M-2_page_0311.out,-0.0264883,0.0917809,0.00272539
BY60M-2_page_0312.out,-0.0263431,0.0912931,0.00270703
BY60M-2_page_0313.out,-0.0261899,0.090725,0.00268461
BY60M-2_page_0314.out,-0.026056,0.0902415,0.00267295
BY60M-2_page_0315.out,-0.0259284,0.0898079,0.0026568
BY60M-2_page_0316.out,-0.0258255,0.0894399,0.00265001
BY60M-2_page_0317.out,-0.0257476,0.089106,0.00263959
BY60M-2_page_0318.out,-0.0256747,0.0888477,0.0026399
BY60M-2_page_0319.out,-0.0256039,0.0886323,0.00264551
BY60M-2_page_0320.out,-0.0255591,0.088468,0.00265339
BY60M-2_page_0321.out,-0.0255195,0.08834,0.00265208
BY60M-2_page_0322.out,-0.0254997,0.0882385,0.00266096
BY60M-2_page_0323.out,-0.0254523,0.0881067,0.00266333
BY60M-2_page_0324.out,-0.0254104,0.0879927,0.00265477
BY60M-2_page_0325.out,-0.0253907,0.0878636,0.00266372
BY60M-2_page_0326.out,-0.0253415,0.087724,0.00267861
BY60M-2_page_0327.out,-0.0253159,0.0875665,0.00266558
BY60M-2_page_0328.out,-0.0252309,0.0873836,0.00268296
BY60M-2_page_0329.out,-0.0251801,0.0871563,0.00268369
BY60M-2_page_0330.out,-0.0251018,0.0869204,0.00268037
BY60M-2_page_0331.out,-0.0250243,0.086601,0.00268772
BY60M-2_page_0332.out,-0.0249441,0.0862861,0.00266994
BY60M-2_page_0333.out,-0.0248277,0.0858951,0.00267181
BY60M-2_page_0334.out,-0.0246989,0.0854686,0.00265551
BY60M-2_page_0335.out,-0.0245708,0.0849788,0.00263755
BY60M-2_page_0336.out,-0.0244319,0.0844659,0.0026314
BY60M-2_page_0337.out,-0.02429,0.0839546,0.00260677
BY60M-2_page_0338.out,-0.0241712,0.0835235,0.00259979
BY60M-2_page_0339.out,-0.0240592,0.0831164,0.00258211
BY60M-2_page_0340.out,-0.0239753,0.0827816,0.00258761
BY60M-2_page_0341.out,-0.0238613,0.0823748,0.00257722
BY60M-2_page_0342.out,-0.0237402,0.081999,0.00256059
BY60M-2_page_0343.out,-0.0236187,0.0815537,0.00255772
BY60M-2_page_0344.out,-0.023477,0.0811064,0.00253764
BY60M-2_page_0345.out,-0.023372,0.0806765,0.00252964
BY60M-2_page_0346.out,-0.0232661,0.0803019,0.00251782
BY60M-2_page_0347.out,-0.0231668,0.0799387,0.00250257
BY60M-2_page_0348.out,-0.0230528,0.0795761,0.00249953
BY60M-2_page_0349.out,-0.0229654,0.0792329,0.00248612
BY60M-2_page_0350.out,-0.022884,0.0788584,0.00247953
BY60M-2_page_0351.out,-0.0227825,0.0785329,0.00247846
BY60M-2_page_0352.out,-0.0226783,0.0781857,0.00247084
BY60M-2_page_0353.out,-0.0225983,0.0778268,0.00246528
BY60M-2_page_0354.out,-0.0224987,0.0774602,0.00245767
BY60M-2_page_0355.out,-0.0223801,0.0770191,0.00245098
BY60M-2_page_0356.out,-0.0222533,0.0766369,0.00242448
BY60M-2_page_0357.out,-0.0221629,0.0762806,0.00242054
BY60M-2_page_0358.out,-0.0220791,0.0758862,0.00239245
BY60M-2_page_0359.out,-0.0219661,0.0755051,0.00238156
BY60M-2_page_0360.out,-0.0218714,0.0751285,0.00237311
BY60M-2_page_0361.out,-0.0217759,0.0747651,0.00235347
BY60M-2_page_0362.out,-0.0216681,0.0743671,0.00233978
BY60M-2_page_0363.out,-0.0215616,0.073967,0.00232061
BY60M-2_page_0364.out,-0.0214405,0.0735106,0.00229629
BY60M-2_page_0365.out,-0.0213194,0.0730349,0.00226488
BY60M-2_page_0366.out,-0.0211886,0.072493,0.00223463
BY60M-2_page_0367.out,-0.021045,0.071977,0.00221872
BY60M-2_page_0368.out,-0.0209064,0.0713802,0.00218094
BY60M-2_page_0369.out,-0.0207136,0.0706316,0.00213204
BY60M-2_page_0370.out,-0.0205326,0.0699715,0.00209246
BY60M-2_page_0371.out,-0.0203751,0.0693605,0.00206237
BY60M-2_page_0372.out,-0.020219,0.0687798,0.00202956
BY60M-2_page_0373.out,-0.020075,0.0681515,0.00198593
BY60M-2_page_0374.out,-0.0199214,0.067601,0.00196723
BY60M-2_page_0375.out,-0.0198126,0.0671477,0.0019411
BY60M-2_page_0376.out,-0.0196872,0.0666524,0.00191495
BY60M-2_page_0377.out,-0.0195525,0.0660731,0.00188625
BY60M-2_page_0378.out,-0.0194144,0.0655349,0.00185557
BY60M-2_page_0379.out,-0.0192765,0.0649984,0.00182482
BY60M-2_page_0380.out,-0.0191374,0.0644663,0.00180649
BY60M-2_page_0381.out,-0.0189808,0.0638726,0.00177152
BY60M-2_page_0382.out,-0.0187169,0.0628772,0.00173375
BY60M-2_page_0383.out,-0.0143398,0.0518067,0.00355936
BY60M-2_page_0384.out,0.1059,0.234235,0.00887134
BY60M-2_page_0385.out,0.202164,0.352814,0.00317923
BY60M-2_page_0386.out,0.241111,0.187999,0.0239787
BY60M-2_page_0387.out,1.41428,-0.218402,-0.24847
BY60M-2_page_0388.out,0,0,0
BY60M-2_page_0389.out,0,0,0
BY60M-2_page_0390.out,0,0,0
BY60M-2_page_0391.out,0,0,0
BY60M-2_page_0392.out,0,0,0
BY60M-2_page_0393.out,0,0,0
BY60M-2_page_0394.out,0,0,0
BY60M-2_page_0395.out,0,0,0
BY60M-2_page_0396.out,0,0,0
BY60M-2_page_0397.out,0,0,0
BY60M-2_page_0398.out,0,0,0
BY60M-2_page_0399.out,0,0,0
BY60M-2_page_0400.out,0,0,0
BY60M-2_page_0401.out,0,0,0
BY60M-2_page_0402.out,0,0,0
BY60M-2_page_0403.out,0,0,0
BY60M-2_page_0404.out,0,0,0
BY60M-2_page_0405.out,0,0,0
BY60M-2_page_0406.out,0,0,0
BY60M-2_page_0407.out,0,0,0
BY60M-2_page_0408.out,0,0,0
BY60M-2_page_0409.out,0,0,0
BY60M-2_page_0410.out,0,0,0
BY60M-2_page_0411.out,0,0,0
BY60M-2_page_0412.out,0,0,0
BY60M-2_page_0413.out,0,0,0
BY60M-2_page_0414.out,0,0,0
BY60M-2_page_0415.out,0,0,0
BY60M-2_page_0416.out,0,0,0
BY60M-2_page_0417.out,0,0,0
BY60M-2_page_0418.out,0,0,0
BY60M-2_page_0419.out,0,0,0
BY60M-2_page_0420.out,0,0,0
BY60M-2_page_0421.out,0,0,0
BY60M-2_page_0422.out,0,0,0
BY60M-2_page_0423.out,0,0,0
